County,City,Town,Address,Store_Name,Store_Type,Latitude,Longitude
전라남도,무안군,삼향읍,남악리 2622번지,롯데쇼핑(주) 남악점,백화점,34.8025561,126.4650565
경상남도,창원시,의창구,서상동 666번지 5호,킹덤시티,그 밖의 대규모점포,35.2609041,128.6261157
경상남도,김해시,외동,1264번지,김해터미널쇼핑센터,쇼핑센터,35.229141,128.8721389
경상남도,진주시,신안동,581번지 1호,(주)지에스리테일 진주신안점,구분없음,35.180049,128.0656083
경상남도,사천시,벌리동,58번지 3호,홈플러스 삼천포점,대형마트,34.9404737,128.0799674
전라남도,순천시,해룡면,남가리 43번지 2호,모다아울렛(MODAoutlet)순천만플라자,전문점,34.9265772,127.5444938
경상북도,구미시,구포동,"1079번지 1080, 1081",해마루밸리,쇼핑센터,36.1348449,128.4281186
경상남도,김해시,부원동,1043번지,아이스퀘어몰,쇼핑센터,35.2251683,128.884589
경상남도,진주시,충무공동,35번지,롯데몰 진주점,복합쇼핑몰,35.1801162,128.1399333
경상남도,거제시,옥포동,443번지 옥포아파트,롯데쇼핑(주) 롯데마트 거제점,대형마트,34.8907194,128.6870035
경상남도,진주시,평안동,195번지 한화갤러리아백화점,한화갤러리아(주) 진주점,백화점,35.1966901,128.0823418
경상남도,김해시,진영읍,내룡리 76번지,"넥스틸(주), (주)대성철강",전문점,35.2896538,128.7623138
경상북도,경주시,동부동,105번지 1호,탑마트 경주동부점,구분없음,35.8460365,129.2123938
경상북도,경주시,황성동,903번지 8호,탑마트 경주황성점,구분없음,35.86627,129.2104568
경상북도,경주시,안강읍,안강리 366번지 2호,탑마트 안강점,구분없음,35.988565,129.2256847
경상남도,진주시,하대동,315호,삼전프라자상가,쇼핑센터,35.1927732,128.121192
경상남도,통영시,봉평동,156번지 10호,(주)서원유통 탑마트 통영점,구분없음,34.832114,128.4149306
경상남도,진주시,상대동,181-1 홈플러스,홈플러스 진주점,대형마트,35.1875794,128.1177079
전라남도,순천시,덕암동,169호 외 4필지,(주)이마트 순천점,대형마트,34.9424182,127.5087398
전라남도,순천시,풍덕동,300번지,홈플러스(주)순천풍덕점,대형마트,34.9400589,127.5090201
경상남도,진주시,정촌면,예하리 1277번지 3호,모다아울렛 진주2호점,전문점,35.1312142,128.0983284
경상남도,진주시,정촌면,예하리 1276번지 1호,모다아울렛 진주1호점,전문점,35.1323509,128.0984731
경상남도,진주시,평거동,921 탑마트 진주평거점,(주)서원유통 탑마트 서진주점,쇼핑센터,35.1703696,128.0619125
경상북도,김천시,신음동,470번지,롯데쇼핑(주) 롯데마트 김천점,쇼핑센터,36.1360228,128.1177695
경상북도,경주시,노동동,140번지 6호,(주)준성공,백화점,35.8437253,129.2135234
경상북도,경주시,천군동,205-46,롯데슈퍼 보문점,그 밖의 대규모점포,35.8369587,129.2853649
경상남도,김해시,부원동,부원역세권지구 A-1블럭,롯데쇼핑(주) 롯데마트 김해점,대형마트,35.228715,128.886565
경상북도,김천시,아포읍,송천리 산 31번지 1호,모다아울렛 김천구미점,전문점,36.1547409,128.2822675
경상북도,경산시,중방동,896번지,홈플러스 경산점,대형마트,35.8328437,128.7356743
경상남도,양산시,평산동,96번지,트레이더스 홀세일클럽 양산점,그 밖의 대규모점포,35.3822849,129.1527963
경상북도,경산시,하양읍,금락리 35번지 6호,하양공설시장,그 밖의 대규모점포,35.9089675,128.8074211
경상북도,영주시,풍기읍,창락리 160번지 6호,소백산인삼시장,그 밖의 대규모점포,36.8854348,128.4803433
경상남도,창원시,성산구,상남동 80번지,롯데백화점 창원점 신관,백화점,35.2245846,128.6830106
경상남도,김해시,외동,1249번지,(주)프리마건설,그 밖의 대규모점포,35.2321577,128.8611435
전라북도,남원시,향교동,2-6 롯데마트,롯데쇼핑(주) 롯데마트 남원점,대형마트,35.4233334,127.3927762
경상남도,김해시,외동,1251 대동아파트 주상가 111동 109호,메가마트 외동점,구분없음,35.2336123,128.8642126
경상남도,진주시,주약동,156번지 5호,롯데쇼핑(주) 롯데슈퍼 주약가맹점,구분없음,35.1763998,128.0908737
경상남도,진주시,문산읍,삼곡리 1279번지 1호,롯데쇼핑(주) 롯데슈퍼문산가맹점,구분없음,35.1673043,128.1632738
경상북도,성주군,성주읍,성산리 661번지 5호,이마트에브리데이 성주점,복합쇼핑몰,35.9177486,128.2891377
경상북도,구미시,봉곡동,33번지 3호 외 7필지,금오G7 스퀘어,대형마트,36.1614255,128.3065948
경상북도,영주시,휴천동,698번지 13호,영주농협남부지점 하나로마트,구분없음,36.8177368,128.6295816
경상북도,영주시,영주동,549번지 4호,영주농협하나로마트중앙점,구분없음,36.8238289,128.622737
경상북도,성주군,성주읍,예산리 339번지 3호,롯데쇼핑(주)롯데슈퍼 성주점,그 밖의 대규모점포,35.9217764,128.288929
경상북도,안동시,운흥동,247-28 홈플러스,홈플러스(주) 안동점,대형마트,36.5625739,128.72955
경상남도,사천시,동금동,88번지 4호,(주)서원유통 탑마트 삼천포점,그 밖의 대규모점포,34.9328363,128.0783082
경상남도,진주시,신안동,582-8,홈플러스(주)익스프레스 신안점,구분없음,35.1776516,128.0638148
경상남도,합천군,합천읍,합천리 698번지 2호,롯데쇼핑(주)롯데슈퍼 합천점,그 밖의 대규모점포,35.5639006,128.1604809
경상남도,밀양시,삼문동,203번지 12호,(주)서원유통 탑마트 밀양삼문점,쇼핑센터,35.4842384,128.7539787
경상남도,창원시,마산회원구,양덕동 84번지 14호,롯데쇼핑(주) 롯데마트 양덕점,대형마트,35.2268359,128.5827043
전라남도,나주시,송월동,1106번지 2호,롯데쇼핑(주) 롯데마트 나주점,대형마트,35.0136517,126.7133512
경상남도,진주시,평안동,195번지 한화갤러리아백화점,갤러리아백화점 진주점,백화점,35.1966901,128.0823418
경상북도,영주시,휴천동,693번지 9호,롯데쇼핑(주)롯데슈퍼 영주점,구분없음,36.8164977,128.6278469
경상남도,양산시,북부동,228번지 8호,(주)서원유통 탑마트 양산북부점,대형마트,35.3495451,129.042427
경상남도,양산시,삼호동,861번지 웅상신도시푸르지오 116(주상가)동 101호,홈플러스(주) 익스프레스 삼호점,전문점,35.4056665,129.1727592
경상남도,양산시,북정동,903번지 3호,(주)서원유통 탑마트 양산북정점,대형마트,35.3573983,129.0415362
경상남도,양산시,덕계동,732번지,(주)메가마트 덕계점,구분없음,35.3738472,129.1513125
전라남도,고흥군,고흥읍,남계리 231번지 1호,(주)이마트에브리데이 고흥점,그 밖의 대규모점포,34.6162869,127.29168
경상북도,문경시,점촌동,272번지 36호,(주)지에스리테일 문경점,그 밖의 대규모점포,36.5943457,128.1999248
경상남도,거제시,상동동,34번지,홈플러스(주)익스프레스 거제상동점,구분없음,34.8643612,128.6401692
경상남도,거제시,고현동,988번지 32호,홈플러스(주)익스프레스 거제고현점,구분없음,34.8961817,128.628782
경상남도,거제시,장승포동,342번지,(주)서원유통 탑마트 장승포점,구분없음,34.8710902,128.7303438
전라북도,군산시,나운동,155번지 세경아파트상가 지하 1층,이마트에브리데이 나운동점,그 밖의 대규모점포,35.9608189,126.7016665
경상남도,김해시,진영읍,진영리 1612-1,홈플러스 익스프레스 김해진영점,구분없음,35.3083267,128.7306218
경상남도,양산시,중부동,685번지 2호,(주)모다이노칩 양산점,전문점,35.3389181,129.0279689
전라북도,임실군,관촌면,관촌리 497번지,오수관촌농협관촌지점하나로마트,그 밖의 대규모점포,35.6744265,127.2705264
경상북도,포항시,북구,우현동 115번지 2호,(주)서원유통 탑마트 포항우현점,구분없음,36.0504633,129.3594458
전라북도,임실군,임실읍,이도리,임실축협하나로마트,그 밖의 대규모점포,35.618013,127.280298
전라북도,임실군,강진면,갈담리 279번지,임실농협 강진하나로마트,그 밖의 대규모점포,35.5298714,127.16308
전라북도,임실군,오수면,오수리 328번지,오수관촌농협 오수하나로마트,그 밖의 대규모점포,35.5376453,127.3285632
전라북도,임실군,임실읍,이도리 233번지 3호,임실농협 임실하나로마트,그 밖의 대규모점포,35.6144317,127.2830643
경상남도,진주시,평거동,204번지 1호,(주)지에스리테일 진주평거점,구분없음,35.1730105,128.0608661
경상남도,김해시,어방동,499 대우유토피아아파트상가 B102호,홈플러스 익스프레스 김해어방점,구분없음,35.2432877,128.9013347
경상북도,청도군,청도읍,고수8리 817번지 1호,(주)서원유통 탐마트 청도점,그 밖의 대규모점포,35.650666,128.743767
전라남도,목포시,연산동,346번지,유한회사 롯데프레쉬연산가맹점,그 밖의 대규모점포,34.8121656,126.3848606
경상남도,함양군,함양읍,교산리 167번지 2호,롯데쇼핑(주)롯데슈퍼함양점,복합쇼핑몰,35.5213429,127.7309058
경상북도,포항시,남구,구룡포읍 구룡포리 963번지 1호 외 1필지,구룡포농협 하나로마트,그 밖의 대규모점포,35.9902891,129.5544245
경상북도,포항시,북구,죽도동 580번지 4호,포항농협 하나로마트 동부점,그 밖의 대규모점포,36.0343518,129.369456
경상북도,포항시,북구,죽도동 20번지 113호 외 2필지,(주)서원유통 탑마트 포항죽도점,구분없음,36.0334658,129.3687985
경상북도,포항시,북구,기계면 현내리 473번지 1호,서포항농협 하나로마트 기동점,그 밖의 대규모점포,36.0696053,129.2097368
경상북도,포항시,북구,청하면 미남리 385번지 2호,신포항농협 하나로마트,그 밖의 대규모점포,36.1974769,129.3389573
경상북도,포항시,북구,죽도동 641번지 1호 외 8필지,롯데쇼핑(주)롯데슈퍼 포항점,복합쇼핑몰,36.0213455,129.3549523
경상남도,창원시,의창구,팔용동 164-13,(주)서원유통 탑마트 뉴창원점,복합쇼핑몰,35.257527,128.6094744
경상남도,창원시,성산구,남양동 24번지 피오르빌아파트상가 지하1층,홈플러스익스프레스 창원남양점,구분없음,35.209595,128.7017486
경상남도,창원시,마산회원구,석전1동 259번지 4호,(주)서원유통 탑마트 마산석전점,그 밖의 대규모점포,35.220932,128.579706
경상남도,창원시,마산회원구,내서읍 호계리 385번지 2호 외 1필지,(주)서원유통 탑마트 마산호계점,그 밖의 대규모점포,35.2592673,128.521969
경상남도,창원시,마산합포구,오동동 18번지 61호 기산프라자,(주)서원유통 탑마트 마산점,그 밖의 대규모점포,35.2066891,128.5805769
경상남도,창원시,성산구,반지동 23 대동아파트,탑마트 창원반지점,그 밖의 대규모점포,35.2446908,128.6699975
경상북도,구미시,형곡1동,143번지 19호 외 2필지,(주)이마트에브리데이 형곡동점,그 밖의 대규모점포,36.1144009,128.337389
경상남도,창원시,성산구,상남동 45번지 1호 스카이웰빙파크,롯데쇼핑(주)롯데슈퍼상남점,구분없음,35.2166948,128.6920668
경상북도,안동시,송현동,564번지,안동봉화축산업협동조합 하나로마트,대형마트,36.5731298,128.6854944
경상남도,창원시,성산구,반림동 17번지 9호,반송아이필프라자,그 밖의 대규모점포,35.2360475,128.6710769
경상남도,창원시,마산합포구,해운동 34번지,(주)GS지에스리테일 마산점,그 밖의 대규모점포,35.1799131,128.5608229
경상남도,창원시,마산회원구,회원동 50번지 5호 천지리치빌,(주)GS지에스리테일 마산회원점,구분없음,35.2201177,128.5710473
경상남도,창원시,진해구,여좌동 761번지 46호,(주)GS지에스리테일 진해여좌점,그 밖의 대규모점포,35.1535024,128.6619343
경상남도,창원시,성산구,대방동 363번지 2호,(주)지에스리테일 대방점,그 밖의 대규모점포,35.2087276,128.7071536
경상남도,창원시,성산구,상남동 45번지 1호 성원주상가,지에스 더프레시(GS THE FRESH) 토월점,그 밖의 대규모점포,35.2166948,128.6920668
경상북도,포항시,북구,두호동 1103번지 2호,(주)지에스리테일 포항창포점,구분없음,36.0639321,129.3714994
경상북도,포항시,북구,죽도동 607번지 1호,(주)지에스리테일 포항죽도점,구분없음,36.0248831,129.3601631
경상북도,포항시,북구,두호동 1087번지,(주)지에스리테일 포항두호점,구분없음,36.0641957,129.3826034
전라북도,전주시,완산구,효자동1가 431번지 5호,홈플러스(주) 전주효자점,대형마트,35.8085217,127.1146897
경상남도,거제시,고현동,970번지 10호,(주)지에스리테일거제신현점,구분없음,34.8895507,128.6207403
경상남도,거제시,옥포동,533번지 3호 외 5필지,(주)서원유통 탑마트 거제 옥포점,구분없음,34.8939147,128.6940332
전라북도,전주시,완산구,효자동1가 197번지 2호,롯데쇼핑(주)롯데수퍼효자점,그 밖의 대규모점포,35.8057862,127.1275556
경상남도,창원시,마산회원구,내서읍 호계리 65번지,홈플러스(주) 익스프레스 마산호계점,구분없음,35.2665702,128.5235756
경상남도,창원시,마산회원구,석전2동 245번지 3호,홈플러스(주) 익스프레스 석전점,구분없음,35.220932,128.579706
경상북도,경주시,현곡면,금장리 442-1 gs슈퍼마켓,GS슈퍼 경주현곡점,그 밖의 대규모점포,35.8682601,129.2027304
전라남도,무안군,무안읍,성남리 813번지 18호,주식회사 롯데슈퍼 무안점,그 밖의 대규모점포,34.9872668,126.4716616
경상북도,구미시,임수동,92-28,(주)이마트 동구미점,대형마트,36.1063736,128.4046861
전라북도,전주시,완산구,서노송동 627번지 1호,(주)세이브존아이앤씨 전주코아점,쇼핑센터,35.8255328,127.1447885
경상남도,창원시,성산구,중앙동 92번지,롯데쇼핑(주) 롯데마트맥스 창원중앙점,복합쇼핑몰,35.2255053,128.6802428
전라북도,전주시,완산구,고사동 412번지 2호 외 9필지,노벨리나,쇼핑센터,35.8186593,127.1435098
경상남도,남해군,남해읍,북변리 282번지 11호,남해전통시장,그 밖의 대규모점포,34.8403781,127.8949652
경상남도,창원시,마산회원구,양덕2동 59번지 1호,홈플러스(주)익스프레스 마산양덕점,구분없음,35.2290473,128.5846877
경상남도,사천시,좌룡동,388번지 10호 외 9필지,(주)이마트 사천점,대형마트,34.9516107,128.0770361
전라남도,목포시,축복동2가,1번지 1호,동명종합어시장,그 밖의 대규모점포,34.7882629,126.388704
경상남도,통영시,무전동,986번지,대백아울렛 통영점,그 밖의 대규모점포,34.8591694,128.4302917
전라북도,전주시,완산구,서신동 767번지,(주)이마트 전주점,대형마트,35.8325853,127.1202904
경상북도,경주시,안강읍,산대리 2397-2,홈플러스 익스프레스 경주 안강점,그 밖의 대규모점포,36.0022621,129.1967219
전라북도,정읍시,농소동,446번지 1호 외 15필지,롯데쇼핑(주) 롯데마트 정읍점,대형마트,35.579657,126.8404621
전라북도,군산시,비응도동,78번지,새만금종합수산시장,그 밖의 대규모점포,35.9388825,126.5343863
전라남도,목포시,용당1동,1133번지 1호,용당시장,그 밖의 대규모점포,34.806,126.391687
경상남도,창원시,성산구,사파동 141 삼익종합상가,농협 하나로마트 사파점,전문점,35.2216901,128.6934241
경상남도,창녕군,창녕읍,술정리 137번지,탑마트 창녕점,복합쇼핑몰,35.5376878,128.4959139
경상북도,경주시,동천동,825,롯데슈퍼 동천점,그 밖의 대규모점포,35.8539514,129.2270022
전라남도,순천시,조례동,766번지,뉴코아순천점,복합쇼핑몰,34.9733847,127.5199944
경상북도,영주시,풍기읍,산법리 446번지 4호 외 1필,(사)풍기선비골인삼시장,그 밖의 대규모점포,36.8882435,128.5405308
경상남도,창원시,의창구,동읍 용잠리 418번지 3호,(주)서원유통 탑마트 동읍점,그 밖의 대규모점포,35.2774873,128.6836774
경상남도,마산시,중앙동3가,4번지 1호,(주)신세계이마트마산점,대형마트,35.1978635,128.5697433
전라북도,전주시덕진구,송천동1가,281번지 1호,롯데쇼핑(주)롯데마트맥스 송천점,그 밖의 대규모점포,35.8545543,127.1204518
경상남도,김해시,장유면,신문리 1B 4L,롯데쇼핑(주) 프리미엄아울렛김해점,쇼핑센터,35.165946,128.830781
전라남도,장성군,장성읍,영천리 1040번지,농협하나로마트,그 밖의 대규모점포,35.3014045,126.781816
경상남도,통영시,광도면,죽림리 1584번지 5호,탑마트 통영죽림점,구분없음,34.8770247,128.4154453
전라북도,전주시완산구,효자동2가,1234번지 3호,롯데쇼핑(주) 롯데마트 전주점,대형마트,35.8171515,127.1022736
경상북도,문경시,모전동,859번지 2호,홈플러스(주) 문경점,그 밖의 대규모점포,36.5873045,128.1890934
경상북도,문경시,모전동,859-2,홈플러스(주),대형마트,36.5873171,128.1902844
전라남도,곡성군,곡성읍,,곡성농협,대형마트,35.282134,127.296403
경상남도,창원시,진해구,자은동 924-2,(주)지에스리테일 GS더프레시 진해자은점,그 밖의 대규모점포,35.1488264,128.7058435
경상남도,창원시,성산구,대원동 121 더시티세븐,City7 Mall,그 밖의 대규모점포,35.240057,128.6528932
경상남도,창원시,성산구,대원동 121 더시티세븐,롯데쇼핑(주) 롯데마트 시티세븐점,대형마트,35.240057,128.6528932
경상남도,거제시,장평동,1211번지,디큐브거제백화점,백화점,34.8910818,128.6165933
경상남도,창원시,마산합포구,중앙동3가 4번지 1호,(주) 이마트 마산점,구분없음,35.1978635,128.5697433
전라남도,목포시,용당동,1087번지 1호,홈플러스(주) 목포점,대형마트,34.8059317,126.3996541
경상북도,경주시,용강동,1329,롯데슈퍼 경주점,그 밖의 대규모점포,35.8623111,129.2238298
경상북도,포항시남구,상도동,582번지,그랜드애비뉴,복합쇼핑몰,36.0127361,129.3488933
경상북도,영주시,휴천동,329번지 1호,홈플러스영주점,복합쇼핑몰,36.8091467,128.6213522
경상북도,포항시남구,상도동,582번지,홈플러스(주)포항점,대형마트,36.0127361,129.3488933
경상남도,마산시,합성동,326-1번지,동마산시장,그 밖의 대규모점포,35.2401191,128.5875983
경상북도,영주시,조암동,962번지 5호,영주농협 파머스마켓,대형마트,36.7965709,128.6317769
경상남도,사천시,동금동,88-4호,(사)삼천포종합시장번영회,그 밖의 대규모점포,34.9321224,128.0786584
경상북도,경주시,현곡면,하구리 375-17,GS슈퍼 경주 현곡푸르지오점,그 밖의 대규모점포,35.8902026,129.175045
전라남도,장흥군,장흥읍,예양리 158번지 1 호,정남진장흥토요시장,그 밖의 대규모점포,34.6764066,126.9028924
경상북도,상주시,만산동,693번지 29호,(주)이마트 상주점,대형마트,36.4281911,128.1523071
경상북도,포항시,북구,죽도동 50-1,홈플러스(주)죽도점,대형마트,36.0308836,129.3651048
전라북도,군산시,수송동,833,롯데쇼핑 (주) 롯데마트군산점,쇼핑센터,35.9648198,126.7163917
경상남도,마산시,내서읍,중리 695호,서창원농협 하나로마트,대형마트,35.2541793,128.5122175
경상남도,마산시,신포동2가,28번지 대우백화점,(주)대우인터내서널 대우백화점,백화점,35.2014401,128.573398
경상북도,포항시남구,지곡동,481번지 1호,롯데쇼핑(주) 롯데마트 포항점,대형마트,36.0283453,129.3243152
전라북도,전주시,덕진구,우아동3가 733번지 1호,홈플러스 주식회사 전주점,대형마트,35.8475142,127.152917
경상남도,마산시,중앙동3가,4번지 1호,(주)신세계마트 이마트 마산점,대형마트,35.1978635,128.5697433
전라북도,익산시,영등동,,홈플러스(주) 익산점,대형마트,35.952341,126.972578
전라북도,익산시,동산동,호 667-53 외 4필지,(주)이마트 익산점,대형마트,35.928615,126.972569
전라남도,목포시,상동,860번지 1호,포르모 큐브,그 밖의 대규모점포,34.8068877,126.4249642
전라남도,목포시,상동,860호,(유)대송유통,그 밖의 대규모점포,34.8068877,126.4249642
경상남도,거제시,장평동,1211번지 외 1,홈플러스거제점,대형마트,34.8910818,128.6165933
경상북도,경산시,대평동,439번지 7호,조아아울렛,전문점,35.8357902,128.7338004
경상남도,밀양시,내이동,1403번지 11호,홈플러스(주) 밀양점,대형마트,35.4897584,128.7410367
전라북도,김제시,검산동,841번지 16호 외 12필지,홈플러스 김제점,대형마트,35.8000317,126.9031946
전라남도,순천시,남정동,10호,순천원예농협 하나로마트,대형마트,34.9389536,127.4927097
경상북도,경산시,중산동,623번지,(주)이마트경산점,대형마트,35.8346903,128.7201594
