Center_Name,County,City,Address,Latitude,Longitude
무안군 농업기술센터,전라남도,무안군,무안읍 무안로 339,34.9777817,126.466426
함평군 농업기술센터,전라남도,함평군,학교면 학교화산길 90,35.0522966,126.5409814
영광군 농업기술센터,전라남도,영광군,군서면 백수로 1481,35.2839527,126.4680308
장성군 농업기술센터,전라남도,장성군,장성읍 단풍로220,35.3208533,126.8030981
완도군 농업기술센터,전라남도,완도군,완도읍 노두목길 64,34.3150635,126.7476155
진도군 농업기술센터,전라남도,진도군,군내면 가흥로 697,34.5120702,126.2978855
신안군 농업기술센터,전라남도,신안군,압해읍 압해로 1042,34.8611181,126.2992816
포항시 농업기술센터,경상북도,포항시,남구 시청로 1,36.0190333,129.3433898
경주시 농업기술센터,경상북도,경주시,용강상리길 70,35.8672302,129.2255828
김천시 농업기술센터,경상북도,김천시,구성면 남김천대로 3296-22,36.0804185,128.1006427
안동시 농업기술센터,경상북도,안동시,경동로 1484-10,36.5377773,128.804938
구미시 농업기술센터,경상북도,구미시,선산읍 김선로 963,36.2335276,128.2901874
영주시 농업기술센터,경상북도,영주시,안정면 안정로 30,36.8475479,128.5590901
영천시 농업기술센터,경상북도,영천시,천문로 622-13,35.990918,128.9259568
상주시 농업기술센터,경상북도,상주시,발산로 71,36.4537185,128.1677634
문경시 농업기술센터,경상북도,문경시,당교로 225,36.586522,128.186787
경산시 농업기술센터,경상북도,경산시,자인면 계정길 7,35.8166621,128.8131865
의성군 농업기술센터,경상북도,의성군,봉양면 경북대로 5225,36.3227333,128.6458625
청송군 농업기술센터,경상북도,청송군,청송읍 주왕산로 177,36.3917468,129.0790509
영양군 농업기술센터,경상북도,영양군,영양읍 영양창수로 339,36.6552295,129.1485645
영덕군 농업기술센터,경상북도,영덕군,영덕읍 경동로 8113,36.4346685,129.3579637
청도군 농업기술센터,경상북도,청도군,화양읍 청화로 70,35.647399,128.733988
고령군 농업기술센터,경상북도,고령군,대가야읍 일량본길 137,35.6963669,128.2818167
성주군 농업기술센터,경상북도,성주군,대가면 참별로 2479,35.9151517,128.2525454
칠곡군 농업기술센터,경상북도,칠곡군,왜관읍 군청1길 80,35.9955753,128.401679
예천군 농업기술센터,경상북도,예천군,예천읍 충효로 433,36.6602442,128.4638958
봉화군 농업기술센터,경상북도,봉화군,봉성면 다덕로 374-47,36.9055325,128.7766823
울진군 농업기술센터,경상북도,울진군,울진읍 울진중앙로 121,36.993087,129.400394
울릉군 농업기술센터,경상북도,울릉군,울릉읍 간령길 83-18,37.4602093,130.8736094
창원시 농업기술센터,경상남도,창원시,성산구 중앙대로 151,35.2278771,128.6818746
진주시 농업기술센터,경상남도,진주시,동진로 155,35.180325,128.107646
통영시 농업기술센터,경상남도,통영시,광도면 향교옆길 31,34.8752685,128.412321
사천시 농업기술센터,경상남도,사천시,용현면 시청로 77,35.0034774,128.0638649
김해시 농업기술센터,경상남도,김해시,김해대로 2401,35.228574,128.889322
밀양시 농업기술센터,경상남도,밀양시,상남면 상남로 1008-19,35.4469497,128.7568484
거제시 농업기술센터,경상남도,거제시,거제면 거제남서로 3567,34.8561969,128.5816659
양산시 농업기술센터,경상남도,양산시,중앙로 39,35.335049,129.037339
의령군 농업기술센터,경상남도,의령군,의령읍 충익로 63,35.3222239,128.261676
함안군 농업기술센터,경상남도,함안군,가야읍 함안대로 755,35.2930736,128.3984962
창녕군 농업기술센터,경상남도,창녕군,창녕읍 군청길 1,35.544611,128.492346
고성군 농업기술센터,경상남도,고성군,고성읍 성내로 130,34.9730975,128.3222643
남해군 농업기술센터,경상남도,남해군,남해읍 망운로9번길 12,34.837707,127.892475
하동군 농업기술센터,경상남도,하동군,적량면 한옥정길 91,35.0788153,127.7680884
산청군 농업기술센터,경상남도,산청군,산청읍 산엔청로 1,35.415557,127.873458
함양군 농업기술센터,경상남도,함양군,함양읍 함양남서로 996-76,35.5076436,127.741482
거창군 농업기술센터,경상남도,거창군,거창읍 거함대로 3322,35.677999,127.9226205
합천군 농업기술센터,경상남도,합천군,합천읍 충효로 15,35.5620855,128.1596332
