Center_Name,County,City,Address,Latitude,Longitude
현대자동차 남포항서비스(주),경상북도,포항시,남구 오천읍 문덕서로 177,35.960567,129.3979835
(주)경북모터스,경상북도,포항시,남구 새천년대로 230(효자동),36.0048879,129.3262264
지엔비모터스(주) 포항센터,경상북도,포항시,북구 흥해읍 소티재로 422-4,36.0864344,129.342096
쌍용자동차 포항정비사업소(주),경상북도,포항시,북구 소티재로 66(우현동),36.0576231,129.3558229
(주)포항현대상용서비스,경상북도,포항시,남구 호동로 122(호동),35.9900076,129.3849157
서울자동차정비,경상북도,포항시,남구 포스코대로 104(이동),36.025158,129.3372057
천일자동차정비,경상북도,포항시,남구 정몽주로 891(청림동),35.9943927,129.403786
거성정비,경상북도,포항시,"남구 정몽주로 835, 112동(청림동)",35.990405,129.4072847
흥일자동차정비,경상북도,포항시,남구 희망대로 917(해도동),36.0136035,129.3718459
삼천리자동차정비,경상북도,포항시,북구 칠성천길 63(대흥동),36.0344378,129.3610397
육일교통(주),경상북도,포항시,남구 연일로 55-1(상도동),36.0074083,129.3481369
원형자동차정비,경상북도,포항시,남구 연일읍 철강로107번길 58,35.9943502,129.3561026
세븐자동차정비,경상북도,포항시,남구 정몽주로847번길 10-3(청림동),35.9907361,129.4057885
연일모터스,경상북도,포항시,남구 연일읍 형산강남로418번길 14,35.9993168,129.3585929
(주)동성모터스 포항지점,경상북도,포항시,북구 새천년대로 569(용흥동),36.0251189,129.3524546
영일대자동차정비,경상북도,포항시,북구 삼호로 152(항구동),36.0525926,129.3743858
명진자동차정비,경상북도,포항시,"남구 연일읍 동문로76번길 22, 102동",35.9964118,129.3549346
신화자동차정비,경상북도,포항시,남구 동해안로 6065(청림동),35.9936913,129.4025678
신대성자동차정비공장,경상북도,포항시,북구 흥해읍 연화길 83,36.048512,129.317518
한빛교통(주),경상북도,포항시,북구 용흥로 149(용흥동),36.0405053,129.3458882
중앙모터스주식회사 포항효자점,경상북도,포항시,남구 새천년대로 210(효자동),36.0046427,129.3245387
개인택시정비사업소,경상북도,포항시,남구 연일읍 형산강남로436번길 6,36.00027,129.3606469
애니카랜드용흥점,경상북도,포항시,북구 용흥로 299(용흥동),36.048736,129.3523353
용흥오토서비스,경상북도,포항시,북구 대안길 3(용흥동),36.038995,129.3560651
북포항현대자동차서비스(주),경상북도,포항시,북구 청하면 동해대로 2353,36.1795781,129.3402182
현대오토종합정비,경상북도,포항시,북구 아치로 189(우현동),36.0590582,129.3461153
(주)하나모터스,경상북도,포항시,남구 연일읍 동문로76번길 54,35.9971336,129.3585437
원일종합정비,경상북도,포항시,북구 소티재로 140(우현동),36.0638784,129.3525726
신영신종합자동차정비,경상북도,포항시,북구 소티재로 112(우현동),36.0615771,129.3537143
한국지엠북포항서비스센터,경상북도,포항시,북구 소티재로 102(우현동),36.0606373,129.3539356
이동종합정비,경상북도,포항시,남구 연일읍 철강로107번길 20,35.9908905,129.3552594
터미널자동차정비,경상북도,포항시,남구 중흥로73번길 7(상도동),36.0122662,129.3482606
부강자동차정비,경상북도,포항시,북구 새천년대로1173번길 15-50(장성동),36.0728437,129.3719299
하나종합정비,경상북도,포항시,남구 오천읍 장기로 1633,35.963383,129.4215595
(주)인동티에스,경상북도,포항시,남구 대송면 철강산단로34번길 28,35.955698,129.367673
기아(주) 서비스센터,경상북도,포항시,북구 중앙로 185(죽도동),36.0296425,129.3663952
대명종합자동차정비,경상북도,포항시,북구 아치로 159(우현동),36.0576341,129.3481528
포항자동차정비,경상북도,포항시,북구 새마을로 124(용흥동),36.042925,129.3474571
북포항서비스 기아오토큐,경상북도,포항시,"북구 흥해읍 삼흥로502번길 40, 202동",36.1030244,129.3715926
신동아자동차종합정비,경상북도,포항시,북구 흥해읍 삼흥로 599-24,36.1081555,129.356895
강원자동차공업사,경상북도,포항시,남구 연일읍 동문로94번길 8-6,35.9983013,129.3533739
(주)태원자동차정비,경상북도,포항시,남구 연일읍 동문로76번길 14,35.9968673,129.3543541
명성자동차검사정비,경상북도,포항시,남구 연일읍 형산강남로436번길 8,35.9999862,129.3603881
거성자동차종합정비,경상북도,포항시,북구 흥해읍 삼흥로502번길 16-15,36.1026679,129.3707726
원탑모터스,경상북도,포항시,남구 오천읍 정몽주로 793,35.9866875,129.4067643
덕우종합정비,경상북도,포항시,북구 흥해읍 새마을로 270,36.0496619,129.3337814
북포항종합자동차정비,경상북도,포항시,북구 소티재로 128(우현동),36.0630267,129.3529538
(주)크레딧모터스,경상북도,포항시,남구 오천읍 냉천로560번길 19,35.948522,129.4027674
두마자동차종합정비,경상북도,포항시,북구 삼흥로 171(장성동),36.0776249,129.3794649
동아종합자동차정비,경상북도,포항시,북구 흥해읍 초곡길 107(초곡리 204외 2필지(2046-6 추가)),36.0839551,129.3313236
광포중기정비,경상북도,포항시,남구 오천읍 냉천로 674,35.9414743,129.3917698
주식회사 코리아와이드포항,경상북도,포항시,북구 새천년대로 1415(양덕동),36.0774599,129.4015701
씨제이대한통운(주)포항지점정비공장,경상북도,포항시,남구 섬안로 59(괴동동),35.9980525,129.36574
현대자동차(주)포항하이테크센터,경상북도,포항시,남구 연일읍 동문로 102,35.9995889,129.3538105
(주)영남정비,경상북도,포항시,남구 청림서길10번길 17(청림동),35.996829,129.4137252
(주)한진포항자동차정비공장,경상북도,포항시,남구 대송로253번길 71(송내동),36.0041358,129.3711501
(주)경북정비,경상북도,포항시,남구 동해안로 6059-16(청림동),35.9937269,129.4029945
르노코리아 포항정비사업소㈜,경상북도,포항시,남구 연일읍 동문로 88,35.9977948,129.3529963
금성자동차종합정비,경상북도,포항시,남구 연일읍 철강로107번길 67,35.9950899,129.3553142
청림종합정비(주),경상북도,포항시,남구 동해안로 6059-19(청림동),35.9938012,129.4034996
자일포항서비스(주),경상북도,포항시,남구 연일읍 철강로 119,35.9896443,129.3558507
아성자동차정비공장,경상북도,포항시,북구 흥해읍 새마을로394번길 28,36.0455631,129.3196717
(주)신제일종합정비,경상북도,포항시,남구 정몽주로 842(청림동),35.9908953,129.4076755
(주)한일공업,경상북도,포항시,남구 섬안로45번길 26(괴동동),35.9959323,129.3652728
영포자동차정비,경상북도,포항시,"남구 연일읍 철강로107번길 46-10, 108동",35.9929316,129.3570792
(주)신동부종합정비,경상북도,포항시,남구 연일읍 형산강남로436번길 13,35.9996601,129.3612794
태극종합자동차정비,경상북도,포항시,북구 흥해읍 덕실마을길3번길 34,36.1225596,129.341309
(주)인동이알씨,경상북도,포항시,남구 청림서길 63(청림동),35.9976316,129.4078746
광명종합정비,경상북도,포항시,"남구 연일읍 철강로107번길 52, 201동",35.9937875,129.3561714
청도휴게소 자동차 전문정비 공업사,경상북도,청도군,청도읍 하지길 59-50,35.5944462,128.7696649
쌍용자동차청도서비스프라자,경상북도,청도군,청도읍 새마을로 1398,35.6560105,128.7488213
내호카 경정비,경상북도,청도군,청도읍 유천길 37,35.5704062,128.7731369
청도점 현대자동차,경상북도,청도군,청도읍 중앙로 77,35.6461509,128.7517433
기능장카서비스,경상북도,청도군,화양읍 범곡길 3-20,35.6474092,128.7269864
안정웅 카 센타,경상북도,청도군,청도읍 새마을로 1283,35.6460222,128.75068
초원카센타,경상북도,청도군,청도읍 새마을로 1306-1,35.6480724,128.7515698
청도엔진보링,경상북도,청도군,청도읍 모강길 3,35.649507,128.7513609
운문정비공장,경상북도,청도군,금천면 금천로 100,35.6961251,128.8885346
영남모터스,경상북도,청도군,화양읍 범송길 81,35.6562534,128.7299931
스마일모터스,경상북도,청도군,청도읍 새마을로 1302,35.6478214,128.7517825
오일뱅크플러스포항서부점,경상북도,포항시,북구 용당로 25(용흥동),36.0306993,129.357288
타이어프로기성점,경상북도,포항시,북구 새천년대로 916(우현동),36.0535103,129.3620909
인동 T.R,경상북도,포항시,남구 대송면 철강로 264,35.9823255,129.3691716
양포자동차부분정비,경상북도,포항시,남구 장기면 동해안로 3288,35.8802883,129.5177864
짱모터스,경상북도,포항시,북구 법원로116번길 14(장성동),36.084986,129.3871181
금호계량자동차정비공업사,경상북도,포항시,북구 새천년대로1001번길 2-37(창포동),36.0600946,129.369762
삼성부분정비,경상북도,포항시,남구 오천읍 냉천로 436,35.9560017,129.4062407
진삼카정비,경상북도,포항시,북구 흥해읍 삼흥로502번길 41,36.1040741,129.3713558
현진자동차정비,경상북도,포항시,남구 연일읍 유강길10번길 19,36.0052569,129.3211586
스피드메이트 장성점,경상북도,포항시,북구 새천년대로 1242-22(장성동),36.0730685,129.3824867
한국타이어 유강직영점,경상북도,포항시,남구 연일읍 유강길10번길 24,36.0051804,129.3219745
태진정비,경상북도,포항시,남구 오천읍 냉천로 450,35.9546575,129.4059673
화성써모,경상북도,포항시,북구 새천년대로 689(용흥동),36.0346436,129.3579416
스피드메이트 V2010,경상북도,포항시,남구 중앙로 52(해도동),36.0177978,129.3702144
대원자동차정비,경상북도,포항시,남구 희망대로 877(해도동),36.0117717,129.3685303
반디카서비스,경상북도,포항시,남구 오천읍 해병로 311,35.9675172,129.4115044
현자동차정비,경상북도,포항시,북구 장량로 227(양덕동),36.082149,129.4056399
풍림카서비스,경상북도,포항시,북구 장량로 209(양덕동),36.0822283,129.4033597
블루라인카정비,경상북도,포항시,남구 문예로 106(대도동),36.0163573,129.3665587
화신오토로드,경상북도,포항시,북구 장량로113번길 14(장성동),36.0832406,129.3928495
현대자동차장량점,경상북도,포항시,북구 장성로 38(장성동),36.0795678,129.3925226
양덕점현대자동차,경상북도,포항시,북구 천마로46번길 28-8(양덕동),36.0803253,129.3999027
쌍용자동차오천서비스프라자,경상북도,포항시,남구 오천읍 냉천로270번길 28,35.9704882,129.4066706
하람모터스,경상북도,포항시,"북구 장미길 69, 202동(우현동)",36.0543941,129.3634933
대우정비포항점,경상북도,포항시,남구 중섬로 65(상도동),36.0125126,129.3515882
웨스트모터스,경상북도,포항시,북구 천마로 35(양덕동),36.0797662,129.3965954
유성카센타,경상북도,포항시,북구 중흥로255번길 4(죽도동),36.0262363,129.3601235
강남카클리닉,경상북도,포항시,북구 창흥로 95(창포동),36.0667684,129.3622971
애니카랜드 흥해점,경상북도,포항시,북구 흥해읍 흥해로 2,36.1060399,129.3440968
김영석카센타,경상북도,포항시,"북구 소티재로 108(우현동, 동해안고속주유소)",36.0610417,129.3538153
타이어프로 이동점,경상북도,포항시,"남구 포스코대로 97, 104동(이동)",36.0255398,129.3362112
로타리카하우스,경상북도,포항시,북구 삼흥로 19(장성동),36.063767,129.3794136
대잠카클리닉,경상북도,포항시,남구 희망대로 664(대잠동),36.0104014,129.3454719
동정카정비,경상북도,포항시,남구 연일읍 연일로 180,35.9949371,129.3429669
태광사정비,경상북도,포항시,남구 오천읍 문덕로80번길 15,35.9552843,129.4008558
(주)동방포항지사,경상북도,포항시,남구 대송로 167(괴동동),35.9946704,129.3713379
한국타이어흥해대리점,경상북도,포항시,북구 흥해읍 동해대로 1484,36.1049252,129.3435089
용마루정비,경상북도,포항시,"남구 해병로 15, 201동(청림동)",35.9917277,129.40196
진모터스,경상북도,포항시,"북구 환호로 72-4, 202동(장성동)",36.0746363,129.3902028
미광정비,경상북도,포항시,남구 오천읍 냉천로 540,35.9473197,129.4029083
벽천카센터,경상북도,포항시,남구 문예로 45(대도동),36.0115246,129.3637149
삼일카,경상북도,포항시,남구 희망대로 993(해도동),36.0202067,129.374572
잘란카바른카만들기,경상북도,포항시,남구 오천읍 문덕서로 216-8,35.96293,129.4005334
KS오토밋션,경상북도,포항시,남구 연일읍 연일로 195,35.9936666,129.3436916
신기종합정비,경상북도,포항시,남구 대송면 철강로 212,35.9852225,129.3648052
유승카센타,경상북도,포항시,남구 구룡포읍 호미로 138,35.9854711,129.5482168
승원정비,경상북도,포항시,남구 오천읍 하원로 46,35.97481,129.4047707
한국타이어중부판매(주),경상북도,포항시,북구 삼호로 213(두호동),36.0573863,129.3771432
대유카센타,경상북도,포항시,북구 흥해읍 도음로 941,36.0785045,129.3372645
베스트카서비스,경상북도,포항시,남구 운하로 70(송도동),36.0304519,129.3738178
르노코리아 서비스코너 장성점,경상북도,포항시,북구 새천년대로 1329(장성동),36.0762741,129.3923229
한국지엠이동바로서비스,경상북도,포항시,남구 포스코대로 76(이동),36.0257365,129.3341053
서진 카포스,경상북도,포항시,남구 대송면 대송로 37-5,35.9859758,129.3623109
부부카클리닉,경상북도,포항시,북구 법원로51번길 4(장성동),36.0796386,129.3850649
남도정비,경상북도,포항시,북구 새천년대로 548(죽도동),36.0232108,129.3517218
영진카클리닉,경상북도,포항시,북구 기계면 근면길 7,36.0714523,129.2108727
이동점기아오토큐,경상북도,포항시,남구 포스코대로 100(이동),36.0249935,129.3365903
현대자동차카클리닉송도점,경상북도,포항시,남구 송림로 106(송도동),36.0392527,129.3748388
재환카클리닉,경상북도,포항시,남구 구룡포읍 호미로 134,35.9852691,129.5478149
문덕자동차병원,경상북도,포항시,남구 오천읍 철강로 734-5,35.9616892,129.4061839
타이어클럽,경상북도,포항시,남구 효성로 97(효자동),36.0057397,129.3444665
반도카프라자,경상북도,포항시,남구 운하로 172(송도동),36.0384606,129.3724264
청마정비,경상북도,포항시,남구 대송면 철강로 268,35.9818546,129.3694351
골든모터스,경상북도,포항시,북구 불종로 11-1(신흥동),36.0394088,129.3608177
미르젠세차장,경상북도,포항시,남구 오천읍 정몽주로 696,35.9798482,129.4123535
대원카클리닉,경상북도,포항시,남구 중흥로172번길 47(대도동),36.0172656,129.3599712
동양카정비,경상북도,포항시,북구 장량주택로4번길 2(양덕동),36.0875975,129.3897639
퍼펙트자동차정비,경상북도,포항시,남구 오천읍 냉천로284번길 48-8,35.9694841,129.4051468
스마일자동차정비,경상북도,포항시,남구 연일읍 철강로 17,35.9923459,129.3452759
원자동차정비,경상북도,포항시,북구 양학천로 233-1(죽도동),36.0301683,129.3689013
학산카센타,경상북도,포항시,남구 효성로15번길 27-32(효자동),36.0081237,129.3384549
한국타이어남구총판,경상북도,포항시,남구 대이로 62(대잠동),36.0207889,129.3409887
늘푸른카클리닉,경상북도,포항시,북구 법원로 45-13(장성동),36.0787429,129.3848319
클린&원스톱,경상북도,포항시,남구 축항로 68(송도동),36.0293471,129.3758211
흥해점기아오토큐,경상북도,포항시,북구 흥해읍 남미질로 6,36.1046226,129.34375
해맞이자동차정비,경상북도,포항시,북구 삼호로 434-8(환호동),36.0690007,129.3952231
이박사카클리닉,경상북도,포항시,남구 오천읍 문덕로11번길 9-8,35.9620825,129.4043772
(주)카서비스투,경상북도,포항시,"북구 대이로 188(득량동, 이마트)",36.0317787,129.3390423
타이어프로포항점,경상북도,포항시,북구 삼호로 137(항구동),36.0522446,129.3728599
월드카서비스,경상북도,포항시,남구 희망대로 789-1(대도동),36.009495,129.3593861
스피드메이트 포항제1점,경상북도,포항시,"북구 중앙로 406(대신동, SK주유소)",36.048608,129.3631992
동우모터스,경상북도,포항시,북구 새천년대로 693(용흥동),36.0351506,129.3581862
르노코리자동차 서비스코너 포항점,경상북도,포항시,남구 새천년대로 339(효자동),36.0087398,129.3379719
스피드메이트 이마트포항점,경상북도,포항시,남구 냉천로 10(인덕동),35.9924753,129.3976302
한국지엠포항바로서비스,경상북도,포항시,북구 환호로 66(장성동),36.0742368,129.3902256
김성진카써비스,경상북도,포항시,"남구 희망대로 426-1, 212동(이동)",36.0290637,129.3359767
중앙자동차바퀴정비,경상북도,포항시,북구 중흥로225번길 50(용흥동),36.0260435,129.3540759
굿타이어장성점,경상북도,포항시,"북구 새천년대로 1337, 203동(장성동)",36.0765174,129.3930903
태성정비,경상북도,포항시,남구 대송면 장동홍계길62번길 12-42,35.9693624,129.3578224
스피드메이트 득량점,경상북도,포항시,북구 새천년대로 515(득량동),36.021065,129.3493622
하이카프라자 해도점,경상북도,포항시,남구 중앙로 120(해도동),36.0238618,129.3686731
활주로종합카클리닉,경상북도,포항시,남구 정몽주로879번길 9-5(청림동),35.9926716,129.4046017
기성카정비,경상북도,포항시,"남구 서동로 146, 2동(송도동)",36.0395175,129.3738337
삼도카정비,경상북도,포항시,북구 흥해읍 도음로 895,36.0787026,129.332178
현정카정비,경상북도,포항시,남구 연일읍 연일로 160-17,35.9973261,129.3423632
대한카클리닉,경상북도,포항시,남구 해동로 99(해도동),36.0282149,129.3717284
대잠점기아오토큐,경상북도,포항시,남구 희망대로 719(상도동),36.009803,129.3520652
르노코리아 서비스코너 항구점,경상북도,포항시,북구 선착로77번길 11-1(항구동),36.0500718,129.371821
옐로우오토모티브,경상북도,포항시,남구 대송면 남성길 23,35.9735279,129.3552743
제이아이모터스,경상북도,포항시,북구 삼흥로100번길 46-7(두호동),36.0690722,129.3831001
자동차마을,경상북도,포항시,북구 장성로 84(장성동),36.0837026,129.3923328
한국타이어북구총판,경상북도,포항시,북구 새천년대로 1357(장성동),36.0766745,129.3953956
천안정비,경상북도,포항시,남구 대송면 철강로 234,35.9839528,129.366636
세진카정비,경상북도,포항시,남구 오천읍 냉천로 390,35.9603001,129.4065919
지성카센터,경상북도,포항시,남구 대이로 179(이동),36.0307175,129.3385464
연일청우카센타,경상북도,포항시,남구 섬안로45번길 34(괴동동),35.9955323,129.3652125
원일자동차정비,경상북도,포항시,북구 새천년대로 1226(장성동),36.0726803,129.3819347
카라이프,경상북도,포항시,남구 중흥로70번길 7(상도동),36.0117009,129.3500049
일진종합세차장,경상북도,포항시,북구 장성로 15(장성동),36.0774046,129.392117
애니카랜드양덕점,경상북도,포항시,북구 천마로 25(양덕동),36.0790357,129.3965032
애니카랜드죽도점,경상북도,포항시,남구 중앙로121번길 11(대도동),36.0243378,129.3669135
명성카세차장,경상북도,포항시,남구 문예로 156(해도동),36.0180214,129.3709852
삼도모터스,경상북도,포항시,남구 연일읍 연일로 189,35.9941243,129.3436713
신광카서비스,경상북도,포항시,북구 신광면 비학로 858,36.1297464,129.259848
성우자동차정비,경상북도,포항시,"북구 용흥로 293, 106동(용흥동)",36.0486104,129.3514315
스피드메이트 해돋이점,경상북도,포항시,북구 삼호로 291(두호동),36.0635112,129.3819998
동해모비스자동차정비,경상북도,포항시,남구 동해면 일월로 104,35.9878719,129.4443267
대창자동차정비,경상북도,포항시,북구 죽장면 새마을로 3918,36.1857688,129.0932149
양문호자동차병원,경상북도,포항시,북구 양학로 85(득량동),36.0294048,129.3459231
케이씨씨자동차종합병원,경상북도,포항시,남구 중앙로 24(해도동),36.0153403,129.3709008
동훈카써비스,경상북도,포항시,북구 양학로 3(득량동),36.0244331,129.3517976
영동자동차정비,경상북도,포항시,남구 연일읍 철강로 17,35.9923459,129.3452759
스피드메이트 대잠점,경상북도,포항시,남구 희망대로 658(대잠동),36.0105894,129.3448055
두두카써비스,경상북도,포항시,남구 희망대로 725-1(상도동),36.0097241,129.3524282
프로미월드 죽도점,경상북도,포항시,"북구 상대로 16, 102동(죽도동)",36.0179754,129.3493433
동남카프라자,경상북도,포항시,북구 동빈로 84(동빈1가),36.0445011,129.3699108
코리언모터스 죽도점,경상북도,포항시,북구 양학천로 28(죽도동),36.0228599,129.3547731
대송자동차정비,경상북도,포항시,남구 대송면 제내길61번길 10,35.9805468,129.3630297
더카모터스,경상북도,포항시,북구 중흥로310번길 14(죽도동),36.0290982,129.3651111
으뜸자동차정비,경상북도,포항시,북구 천마로71번길 10(양덕동),36.0832914,129.3956691
왕성카정비,경상북도,포항시,북구 학산로 11(대신동),36.0491973,129.3639449
동국정비,경상북도,포항시,남구 대송면 송덕로126번길 8,35.9558175,129.3802007
현대정비,경상북도,포항시,"북구 기계면 새마을로 1410, 301동",36.0628281,129.2290404
명성모터스,경상북도,포항시,남구 대송면 제내길53번길 47,35.9808924,129.3674995
라이브카클리닉,경상북도,포항시,남구 희망대로 737(상도동),36.0096142,129.3539189
동일자동차정비,경상북도,포항시,북구 삼호로 161(항구동),36.0533969,129.3750557
삼진카센타,경상북도,포항시,남구 해병로 9-1(청림동),35.9925266,129.4022705
행복자동차,경상북도,포항시,"남구 효자동길1번길 18, 105동(효자동)",36.0072607,129.3284456
장군자동차공업사,경상북도,포항시,남구 축항로 113(송도동),36.0305718,129.3806942
대성자동차정비,경상북도,포항시,"북구 용당로 77, 102동(대흥동)",36.0345675,129.3602133
에덴카센타,경상북도,포항시,북구 중앙로 413(우현동),36.0489312,129.3624096
제철카클리닉,경상북도,포항시,남구 연일읍 유강길9번길 43,36.0040888,129.3155083
금강밧데리,경상북도,포항시,남구 대이로63번길 4-1(대잠동),36.0207924,129.3401514
원동카서비스,경상북도,포항시,북구 서동로 46-1(신흥동),36.0410013,129.3629019
유강카정비,경상북도,포항시,남구 연일읍 유강길9번길 28,36.0035489,129.3166224
럭키카클리닉,경상북도,포항시,북구 삼호로 193(항구동),36.0558004,129.3765556
보광자동차정비,경상북도,포항시,남구 연일읍 동문로 23,35.9922563,129.3514792
영일만카센터,경상북도,포항시,남구 연일읍 동문로 32,35.99296,129.3523315
오천점기아오토큐,경상북도,포항시,남구 오천읍 철강로 795,35.9616671,129.4135253
현대자동차청림점,경상북도,포항시,남구 정몽주로 897(청림동),35.9946177,129.403477
차사랑카서비스,경상북도,포항시,남구 연일읍 유강길9번길 41,36.0039591,129.3155734
금강부분정비,경상북도,포항시,북구 양덕로30번길 38-14(양덕동),36.0806395,129.406185
케이지모빌리티포항남구서비스프라자,경상북도,포항시,남구 새천년대로 409(대잠동),36.0130548,129.3428183
바디카클리닉,경상북도,포항시,남구 포스코대로 432(해도동),36.0129097,129.3689947
뉴현대A/S,경상북도,포항시,북구 선착로 63(학산동),36.0494164,129.370394
죠이카정비,경상북도,포항시,남구 희망대로 723(상도동),36.0097501,129.3522743
영해자동차정비,경상북도,포항시,남구 송림로 80(송도동),36.0367647,129.3749513
용수카인테리어,경상북도,포항시,남구 동해안로 5826(일월동),35.9915533,129.4254721
이글카부분정비,경상북도,포항시,북구 양학천로 7(용흥동),36.0241868,129.3530549
LG스타오토카서비스,경상북도,포항시,남구 오천읍 정몽주로 720,35.981989,129.4115375
강변부부카센타,경상북도,포항시,남구 축항로 112(송도동),36.0300587,129.3807015
한일카정비센타,경상북도,포항시,북구 장량로145번길 26(양덕동),36.0841403,129.3962942
대한카센타,경상북도,포항시,북구 장성로 106(장성동),36.0855716,129.3923023
중앙24시정비,경상북도,포항시,북구 양학천로 19(죽도동),36.0235282,129.3543386
비학산카정비,경상북도,포항시,북구 신광면 신흥로 213,36.1298186,129.2762459
공성록부분정비,경상북도,포항시,북구 삼흥로233번길 5-9(장성동),36.0824289,129.3793446
대경경정비,경상북도,포항시,북구 희망대로659번길 86(죽도동),36.0172377,129.3507542
마이다스카클리닉,경상북도,포항시,남구 중앙로 39(해도동),36.0167519,129.3699184
신용카경정비,경상북도,포항시,"북구 새마을로 57(용흥동, S-oil용흥주유소)",36.0393872,129.3535612
차사랑카프라자,경상북도,포항시,남구 구룡포읍 하정로 243,35.9811868,129.5462762
대도점 기아오토큐,경상북도,포항시,남구 포스코대로 399(대도동),36.0152137,129.3665384
학산점기아오토큐,경상북도,포항시,북구 아호로 70(학산동),36.058183,129.3700096
달전점현대자동차,경상북도,포항시,북구 소티재로 173(우현동),36.0665332,129.350708
동양디젤,경상북도,포항시,남구 연일읍 형산강남로 412,35.9998887,129.3581149
대지타이어상사(주),경상북도,포항시,남구 포스코대로 401(대도동),36.0150766,129.3669107
세광카써비스,경상북도,포항시,북구 중흥로171번길 23(죽도동),36.0206256,129.352998
현대자동차흥해점,경상북도,포항시,북구 흥해읍 동해대로 1529,36.1086587,129.3424988
현대자동차장성점,경상북도,포항시,북구 삼흥로 76(장성동),36.06871,129.3793563
차재현자동차정비,경상북도,포항시,북구 삼호로321번길 14(두호동),36.0663973,129.3837858
명진카써비스,경상북도,포항시,북구 새마을로 9,36.0383295,129.3587031
육공사카써비스,경상북도,포항시,남구 철강로 263(장흥동),35.982929,129.3694431
형주자동차정비,경상북도,포항시,북구 삼호로321번길 20(두호동),36.0669306,129.3834042
청하부분정비,경상북도,포항시,북구 청하면 청하로 161,36.1935253,129.3384723
희재모터스,경상북도,포항시,북구 죽장면 죽장로8번길 4,36.1606612,129.0965587
상태자동차정비,경상북도,포항시,북구 장량로 3(장성동),36.0828065,129.3808428
청림점기아오토큐,경상북도,포항시,남구 동해안로 6051(청림동),35.9948483,129.4032868
대해카클리닉,경상북도,포항시,남구 문예로126번길 6-1(해도동),36.0171813,129.3675605
일신종합카센타,경상북도,포항시,남구 대송면 철강로 264,35.9823255,129.3691716
