Center_Name,County,City,Address,Latitude,Longitude
태백시 농업기술센터,강원특별자치도,태백시,구와우길 34-6,37.2058339,128.9860289
속초시 농업기술센터,강원특별자치도,속초시,동해대로 4243,38.196786,128.5767396
삼척시 농업기술센터,강원특별자치도,삼척시,중앙로 296,37.4499354,129.1651479
횡성군 농업기술센터,강원특별자치도,횡성군,공근면 영서로 150,37.5288508,127.9615545
영월군 농업기술센터,강원특별자치도,영월군,영월읍 덕포우회길 329,37.1682718,128.4771882
평창군 농업기술센터,강원특별자치도,평창군,평창읍 군청길 77,37.37077,128.390193
정선군 농업기술센터,강원특별자치도,정선군,정선읍 봉양3길 21,37.380609,128.660871
철원군 농업기술센터,강원특별자치도,철원군,동송읍 장흥로 311,38.2039074,127.2507667
화천군 농업기술센터,강원특별자치도,화천군,화천읍 화천새싹길 45,38.106181,127.708216
양구군 농업기술센터,강원특별자치도,양구군,양구읍 관공서로 38,38.109992,127.99
인제군 농업기술센터,강원특별자치도,인제군,인제읍 덕산로 256-45,38.0951285,128.1864034
고성군 농업기술센터,강원특별자치도,고성군,간성읍 간성북로 87,38.3862143,128.4736683
양양군 농업기술센터,강원특별자치도,양양군,손양면 동해대로 2558,38.075375,128.633775
홍천군 농업기술센터,강원특별자치도,홍천군,홍천읍 홍천로 677,37.7091737,127.9105222
청주시 농업기술센터,충청북도,청주시,상당구 남일면 단재로 480,36.5882642,127.5059388
충주시 농업기술센터,충청북도,충주시,동량면 충원대로 1350,37.0468328,127.9303298
제천시 농업기술센터,충청북도,제천시,봉양읍 제천북로3길 20,37.1620929,128.1758355
보은군 농업기술센터,충청북도,보은군,보은읍 남부로 4733,36.504295,127.7146802
옥천군 농업기술센터,충청북도,옥천군,옥천읍 옥천동이로 234,36.300036,127.5954483
영동군 농업기술센터,충청북도,영동군,영동읍 동정로 1,36.175047,127.783423
증평군 농업기술센터,충청북도,증평군,증평읍 내룡길 69-50,36.7819726,127.6121862
진천군 농업기술센터,충청북도,진천군,진천읍 상산로 13,36.85542,127.435602
단양군 농업기술센터,충청북도,단양군,단양읍 중앙1로 20,36.9852784,128.3666821
괴산군 농업기술센터,충청북도,괴산군,괴산읍 임꺽정로 169,36.8156159,127.7782779
음성군 농업기술센터,충청북도,음성군,음성읍 용광로 81-5,36.9449337,127.6844457
천안시 농업기술센터,충청남도,천안시,동남구 목천읍 목천안터 1길 15,36.7756083,127.207425
공주시 농업기술센터,충청남도,공주시,우성면 내산목천길 52-15,36.4923025,127.1001077
보령시 농업기술센터,충청남도,보령시,주포면 충서로 3220,36.397465,126.571775
아산시 농업기술센터,충청남도,아산시,염치읍 염성길 70-30,36.8157233,126.9780768
서산시 농업기술센터,충청남도,서산시,인지면 무학재1길 99,36.720662,126.4124313
논산시 농업기술센터,충청남도,논산시,부적면 백일헌로 3,36.2137649,127.1421995
계룡시 농업기술센터,충청남도,계룡시,두마면 사계로 177,36.2621634,127.2762176
당진시 농업기술센터,충청남도,당진시,구봉로 46,36.9138566,126.6496907
부여군 농업기술센터,충청남도,부여군,규암면 흥수로 488,36.2592757,126.8432577
서천군 농업기술센터,충청남도,서천군,마서면 장서로 689,36.0623046,126.7063509
청양군 농업기술센터,충청남도,청양군,청양읍 구봉로 1026-84,36.4228911,126.7796551
홍성군 농업기술센터,충청남도,홍성군,홍성읍 내포로 230,36.5924202,126.6449442
예산군 농업기술센터,충청남도,예산군,신암면 오신로 852,36.7425496,126.8137033
태안군 농업기술센터,충청남도,태안군,태안읍 군청로 1,36.74561,126.297913
금산군 농업기술센터,충청남도,금산군,금성면 의총길25,36.1259404,127.4960625
전주시 농업기술센터,전북특별자치도,전주시,덕진구 원장동길 111-17,35.8503644,127.0602102
군산시 농업기술센터,전북특별자치도,군산시,개정면 운회길 32,35.9617445,126.7812839
익산시 농업기술센터,전북특별자치도,익산시,함열읍 익산대로 1366-20,36.0406131,126.9583445
정읍시 농업기술센터,전북특별자치도,정읍시,정우면 정우남로 282,35.6222953,126.8955926
남원시 농업기술센터,전북특별자치도,남원시,시청로 60,35.416432,127.390438
김제시 농업기술센터,전북특별자치도,김제시,동서로 59,35.7940583,126.8764125
완주군 농업기술센터,전북특별자치도,완주군,고산면 고산천로 720-45,35.9842605,127.2203491
무주군 농업기술센터,전북특별자치도,무주군,무주읍 주계로 97,36.00681,127.660818
진안군 농업기술센터,전북특별자치도,진안군,진안읍 진무로 702-30,35.7619639,127.4371037
장수군 농업기술센터,전북특별자치도,장수군,장수읍 와동길 55,35.6203229,127.5124292
임실군 농업기술센터,전북특별자치도,임실군,임실읍 수정로 30,35.6178286,127.2890774
순창군 농업기술센터,전북특별자치도,순창군,유등면 담순로 1548,35.3796691,127.1638427
부안군 농업기술센터,전북특별자치도,부안군,행안면 변산로 16,35.729839,126.7193058
고창군 농업기술센터,전북특별자치도,고창군,고창읍 중거리당산로 94,35.4284096,126.698825
여수시 농업기술센터,전라남도,여수시,주동 1길 32,34.7879983,127.6536191
순천시 농업기술센터,전라남도,순천시,승주읍 승주로 628,35.0158098,127.3794198
나주시 농업기술센터,전라남도,나주시,왕곡면 덕산길 17,34.9664531,126.6717036
광양시 농업기술센터,전라남도,광양시,광양읍 인덕로 1100,34.9807918,127.5822458
담양군 농업기술센터,전라남도,담양군,담양읍 추성로 1371,35.321175,126.988175
곡성군 농업기술센터,전라남도,곡성군,곡성읍 학정3길 9,35.2834167,127.2886157
구례군 농업기술센터,전라남도,구례군,구례읍 동산1길 32,35.197617,127.4605137
고흥군 농업기술센터,전라남도,고흥군,풍양면 풍남로 143,34.565969,127.2590857
보성군 농업기술센터,전라남도,보성군,보성읍 녹차로 1357,34.7625667,127.09105
화순군 농업기술센터,전라남도,화순군,능주면 학포로 2275,35.0152519,126.9528023
장흥군 농업기술센터,전라남도,장흥군,장흥대로 3747,34.697091,126.9006861
강진군 농업기술센터,전라남도,강진군,군동면 진흥로 85,34.6443071,126.790075
해남군 농업기술센터,전라남도,해남군,계곡면 둔주포 안길 18,34.6335386,126.6289282
영암군 농업기술센터,전라남도,영암군,덕진면 금호길 11,34.8266016,126.6721352
무안군 농업기술센터,전라남도,무안군,무안읍 무안로 339,34.9777817,126.466426
함평군 농업기술센터,전라남도,함평군,학교면 학교화산길 90,35.0522966,126.5409814
영광군 농업기술센터,전라남도,영광군,군서면 백수로 1481,35.2839527,126.4680308
장성군 농업기술센터,전라남도,장성군,장성읍 단풍로220,35.3208533,126.8030981
완도군 농업기술센터,전라남도,완도군,완도읍 노두목길 64,34.3150635,126.7476155
진도군 농업기술센터,전라남도,진도군,군내면 가흥로 697,34.5120702,126.2978855
신안군 농업기술센터,전라남도,신안군,압해읍 압해로 1042,34.8611181,126.2992816
포항시 농업기술센터,경상북도,포항시,남구 시청로 1,36.0190333,129.3433898
경주시 농업기술센터,경상북도,경주시,용강상리길 70,35.8672302,129.2255828
김천시 농업기술센터,경상북도,김천시,구성면 남김천대로 3296-22,36.0804185,128.1006427
안동시 농업기술센터,경상북도,안동시,경동로 1484-10,36.5377773,128.804938
구미시 농업기술센터,경상북도,구미시,선산읍 김선로 963,36.2335276,128.2901874
영주시 농업기술센터,경상북도,영주시,안정면 안정로 30,36.8475479,128.5590901
영천시 농업기술센터,경상북도,영천시,천문로 622-13,35.990918,128.9259568
상주시 농업기술센터,경상북도,상주시,발산로 71,36.4537185,128.1677634
문경시 농업기술센터,경상북도,문경시,당교로 225,36.586522,128.186787
경산시 농업기술센터,경상북도,경산시,자인면 계정길 7,35.8166621,128.8131865
군위군 농업기술센터,대구광역시,군위군,효령면 효우로 97,36.1813366,128.5931403
의성군 농업기술센터,경상북도,의성군,봉양면 경북대로 5225,36.3227333,128.6458625
청송군 농업기술센터,경상북도,청송군,청송읍 주왕산로 177,36.3917468,129.0790509
영양군 농업기술센터,경상북도,영양군,영양읍 영양창수로 339,36.6552295,129.1485645
영덕군 농업기술센터,경상북도,영덕군,영덕읍 경동로 8113,36.4346685,129.3579637
청도군 농업기술센터,경상북도,청도군,화양읍 청화로 70,35.647399,128.733988
고령군 농업기술센터,경상북도,고령군,대가야읍 일량본길 137,35.6963669,128.2818167
성주군 농업기술센터,경상북도,성주군,대가면 참별로 2479,35.9151517,128.2525454
칠곡군 농업기술센터,경상북도,칠곡군,왜관읍 군청1길 80,35.9955753,128.401679
예천군 농업기술센터,경상북도,예천군,예천읍 충효로 433,36.6602442,128.4638958
봉화군 농업기술센터,경상북도,봉화군,봉성면 다덕로 374-47,36.9055325,128.7766823
울진군 농업기술센터,경상북도,울진군,울진읍 울진중앙로 121,36.993087,129.400394
울릉군 농업기술센터,경상북도,울릉군,울릉읍 간령길 83-18,37.4602093,130.8736094
창원시 농업기술센터,경상남도,창원시,성산구 중앙대로 151,35.2278771,128.6818746
진주시 농업기술센터,경상남도,진주시,동진로 155,35.180325,128.107646
통영시 농업기술센터,경상남도,통영시,광도면 향교옆길 31,34.8752685,128.412321
사천시 농업기술센터,경상남도,사천시,용현면 시청로 77,35.0034774,128.0638649
김해시 농업기술센터,경상남도,김해시,김해대로 2401,35.228574,128.889322
밀양시 농업기술센터,경상남도,밀양시,상남면 상남로 1008-19,35.4469497,128.7568484
거제시 농업기술센터,경상남도,거제시,거제면 거제남서로 3567,34.8561969,128.5816659
양산시 농업기술센터,경상남도,양산시,중앙로 39,35.335049,129.037339
의령군 농업기술센터,경상남도,의령군,의령읍 충익로 63,35.3222239,128.261676
함안군 농업기술센터,경상남도,함안군,가야읍 함안대로 755,35.2930736,128.3984962
창녕군 농업기술센터,경상남도,창녕군,창녕읍 군청길 1,35.544611,128.492346
고성군 농업기술센터,경상남도,고성군,고성읍 성내로 130,34.9730975,128.3222643
남해군 농업기술센터,경상남도,남해군,남해읍 망운로9번길 12,34.837707,127.892475
하동군 농업기술센터,경상남도,하동군,적량면 한옥정길 91,35.0788153,127.7680884
산청군 농업기술센터,경상남도,산청군,산청읍 산엔청로 1,35.415557,127.873458
함양군 농업기술센터,경상남도,함양군,함양읍 함양남서로 996-76,35.5076436,127.741482
거창군 농업기술센터,경상남도,거창군,거창읍 거함대로 3322,35.677999,127.9226205
합천군 농업기술센터,경상남도,합천군,합천읍 충효로 15,35.5620855,128.1596332
제주 농업기술센터,제주특별자치도,제주시,애월읍 상귀길 173,33.4581346,126.403875
서귀포 농업기술센터,제주특별자치도,서귀포시,남원읍 중산간동로 7415,33.2874451,126.6079086
동부 농업기술센터,제주특별자치도,제주시,구좌읍 충렬로 166,33.510945,126.842683
서부 농업기술센터,제주특별자치도,제주시,한림읍 월림 7길 90,33.3534662,126.2476976
